Query Sequence ID,Subject sequence ID
TCONS_00040611,sp|Q13485|SMAD4_HUMAN
TCONS_00040612,sp|Q13485|SMAD4_HUMAN
TCONS_00040647,sp|Q5U5Q3|MEX3C_HUMAN
TCONS_00040648,sp|Q5U5Q3|MEX3C_HUMAN
TCONS_00040614,sp|Q9Y3B3|TMED7_HUMAN
TCONS_00040615,sp|Q96JP0|FEM1C_HUMAN
TCONS_00040617,sp|Q96JP0|FEM1C_HUMAN
TCONS_00040660,sp|Q9UGP4|LIMD1_HUMAN
TCONS_00040661,sp|Q15031|SYLM_HUMAN
TCONS_00040663,sp|Q15031|SYLM_HUMAN
TCONS_00040650,sp|Q8WZ71|TM158_HUMAN
TCONS_00040651,sp|Q9H5V8|CDCP1_HUMAN
TCONS_00040652,sp|Q9H5V8|CDCP1_HUMAN
TCONS_00040653,sp|Q9H5V8|CDCP1_HUMAN
TCONS_00040655,sp|Q9H5V8|CDCP1_HUMAN
TCONS_00040658,sp|P54253|ATX1_HUMAN
TCONS_00040664,sp|P53708|ITA8_HUMAN
TCONS_00040665,sp|P53708|ITA8_HUMAN
TCONS_00040666,sp|Q9H8M7|F188A_HUMAN
TCONS_00040667,sp|Q9H8M7|F188A_HUMAN
TCONS_00040677,sp|P48436|SOX9_HUMAN
TCONS_00040703,sp|Q695T7|S6A19_HUMAN
TCONS_00040704,sp|Q695T7|S6A19_HUMAN
TCONS_00040678,sp|Q2V2M9|FHOD3_HUMAN
TCONS_00040683,sp|Q2V2M9|FHOD3_HUMAN
TCONS_00040688,sp|P0CG29|GST2_HUMAN
TCONS_00040689,sp|P0CG29|GST2_HUMAN
TCONS_00040690,sp|O43708|MAAI_HUMAN
TCONS_00040693,sp|O43708|MAAI_HUMAN
TCONS_00040694,sp|P03951|FA11_HUMAN
TCONS_00040707,sp|Q9Y5J3|HEY1_HUMAN
TCONS_00040695,sp|P03951|FA11_HUMAN
TCONS_00040708,sp|Q9UBP5|HEY2_HUMAN
TCONS_00040710,sp|Q9NXF1|TEX10_HUMAN
TCONS_00040711,sp|Q9NXF1|TEX10_HUMAN
TCONS_00040712,sp|Q9NXF1|TEX10_HUMAN
TCONS_00040739,sp|Q9Y283|INVS_HUMAN
TCONS_00040740,sp|Q9Y283|INVS_HUMAN
TCONS_00040714,sp|Q9BS26|ERP44_HUMAN
TCONS_00040715,sp|Q9BS26|ERP44_HUMAN
TCONS_00040745,sp|P56962|STX17_HUMAN
TCONS_00040717,sp|P22736|NR4A1_HUMAN
TCONS_00040747,sp|Q92570|NR4A3_HUMAN
TCONS_00040749,sp|Q92570|NR4A3_HUMAN
TCONS_00040750,sp|Q92570|NR4A3_HUMAN
TCONS_00040753,sp|P60468|SC61B_HUMAN
TCONS_00040722,sp|Q9H553|ALG2_HUMAN
TCONS_00040723,sp|Q9P0K9|FRS1L_HUMAN
TCONS_00040724,sp|Q9H330|TM245_HUMAN
TCONS_00040725,sp|Q9H330|TM245_HUMAN
TCONS_00040726,sp|Q9H330|TM245_HUMAN
TCONS_00040727,sp|Q9H330|TM245_HUMAN
TCONS_00040728,sp|Q9H330|TM245_HUMAN
TCONS_00040731,sp|Q9H330|TM245_HUMAN
TCONS_00040732,sp|Q9H330|TM245_HUMAN
TCONS_00040733,sp|Q9H330|TM245_HUMAN
TCONS_00040734,sp|Q9H330|TM245_HUMAN
TCONS_00040756,sp|Q10472|GALT1_HUMAN
TCONS_00040761,sp|Q9NT22|EMIL3_HUMAN
TCONS_00040767,sp|O43286|B4GT5_HUMAN
TCONS_00040768,sp|O43286|B4GT5_HUMAN
TCONS_00040762,sp|Q9Y2E8|SL9A8_HUMAN
TCONS_00040763,sp|Q9Y2E8|SL9A8_HUMAN
TCONS_00040764,sp|Q9Y2E8|SL9A8_HUMAN
TCONS_00040773,sp|A6NKG5|RTL1_HUMAN
TCONS_00040765,sp|Q6U736|OPN5_HUMAN
TCONS_00040766,sp|Q6U736|OPN5_HUMAN
TCONS_00040779,sp|Q9ULF5|S39AA_HUMAN
TCONS_00040788,sp|Q8WXX0|DYH7_HUMAN
TCONS_00040789,sp|A0FGR8|ESYT2_HUMAN
TCONS_00040791,sp|A0FGR8|ESYT2_HUMAN
TCONS_00040793,sp|Q460N5|PAR14_HUMAN
TCONS_00040794,sp|Q460N5|PAR14_HUMAN
TCONS_00040783,sp|Q8IXQ6|PARP9_HUMAN
TCONS_00040801,sp|Q9NVQ4|FAIM1_HUMAN
TCONS_00040803,sp|P25024|CXCR1_HUMAN
TCONS_00040785,sp|P36383|CXG1_HUMAN
TCONS_00040806,sp|Q8N653|LZTR1_HUMAN
TCONS_00040807,sp|Q12908|NTCP2_HUMAN
TCONS_00040808,sp|Q8N3Z3|GTPB8_HUMAN
TCONS_00040922,sp|Q8NI60|ADCK3_HUMAN
TCONS_00040924,sp|Q8NI60|ADCK3_HUMAN
TCONS_00040929,sp|P27987|IP3KB_HUMAN
TCONS_00040930,sp|P27987|IP3KB_HUMAN
TCONS_00040932,sp|P27987|IP3KB_HUMAN
TCONS_00040813,sp|O43491|E41L2_HUMAN
TCONS_00040814,sp|O43491|E41L2_HUMAN
TCONS_00040818,sp|O43491|E41L2_HUMAN
TCONS_00040819,sp|O43491|E41L2_HUMAN
TCONS_00040823,sp|O43491|E41L2_HUMAN
TCONS_00040827,sp|O43491|E41L2_HUMAN
TCONS_00040828,sp|O43491|E41L2_HUMAN
TCONS_00040829,sp|O43491|E41L2_HUMAN
TCONS_00040834,sp|O43491|E41L2_HUMAN
TCONS_00040836,sp|O43491|E41L2_HUMAN
TCONS_00040837,sp|O43491|E41L2_HUMAN
TCONS_00040841,sp|O43491|E41L2_HUMAN
TCONS_00040843,sp|O43491|E41L2_HUMAN
TCONS_00040845,sp|O43491|E41L2_HUMAN
TCONS_00040849,sp|O43491|E41L2_HUMAN
TCONS_00040852,sp|O43491|E41L2_HUMAN
TCONS_00040860,sp|O43491|E41L2_HUMAN
TCONS_00040863,sp|O43491|E41L2_HUMAN
TCONS_00040870,sp|O43491|E41L2_HUMAN
TCONS_00040872,sp|O43491|E41L2_HUMAN
TCONS_00040874,sp|O43491|E41L2_HUMAN
TCONS_00040875,sp|O43491|E41L2_HUMAN
TCONS_00040876,sp|O43491|E41L2_HUMAN
TCONS_00040877,sp|O43491|E41L2_HUMAN
TCONS_00040936,sp|Q14590|ZN235_HUMAN
TCONS_00040879,sp|Q5VVB8|TM244_HUMAN
TCONS_00040937,sp|Q86VY9|T200A_HUMAN
TCONS_00040880,sp|Q5VVB8|TM244_HUMAN
TCONS_00040882,sp|O75344|FKBP6_HUMAN
TCONS_00040883,sp|O75344|FKBP6_HUMAN
TCONS_00040889,sp|Q8N392|RHG18_HUMAN
TCONS_00040890,sp|Q8N392|RHG18_HUMAN
TCONS_00040891,sp|Q9UBV2|SE1L1_HUMAN
TCONS_00040893,sp|Q9UBV2|SE1L1_HUMAN
TCONS_00040898,sp|P10645|CMGA_HUMAN
TCONS_00040940,sp|P29279|CTGF_HUMAN
TCONS_00040941,sp|O15400|STX7_HUMAN
TCONS_00040899,sp|Q6P5S2|LEG1H_HUMAN
TCONS_00040943,sp|Q92784|DPF3_HUMAN
TCONS_00040945,sp|Q92784|DPF3_HUMAN
TCONS_00040901,sp|Q92784|DPF3_HUMAN
TCONS_00040903,sp|Q8WV16|DCAF4_HUMAN
TCONS_00040946,sp|Q9HBF4|ZFYV1_HUMAN
TCONS_00040909,sp|Q14442|PIGH_HUMAN
TCONS_00040910,sp|Q14442|PIGH_HUMAN
TCONS_00040949,sp|Q96L33|RHOV_HUMAN
TCONS_00040911,sp|Q9P253|VPS18_HUMAN
TCONS_00040912,sp|Q9P253|VPS18_HUMAN
TCONS_00040913,sp|Q9P253|VPS18_HUMAN
TCONS_00040916,sp|Q9ULG1|INO80_HUMAN
TCONS_00040917,sp|Q9ULG1|INO80_HUMAN
TCONS_00040953,sp|Q92551|IP6K1_HUMAN
TCONS_00040954,sp|Q9UHH9|IP6K2_HUMAN
TCONS_00040955,sp|Q92551|IP6K1_HUMAN
TCONS_00040956,sp|P61619|S61A1_HUMAN
TCONS_00040958,sp|Q8N4Q1|MIA40_HUMAN
TCONS_00040959,sp|Q8N4Q1|MIA40_HUMAN
TCONS_00040984,sp|Q9HB63|NET4_HUMAN
TCONS_00040985,sp|Q9HB63|NET4_HUMAN
TCONS_00040960,sp|Q9P2D7|DYH1_HUMAN
TCONS_00040961,sp|Q16644|MAPK3_HUMAN
TCONS_00040965,sp|Q16877|F264_HUMAN
TCONS_00040966,sp|Q16877|F264_HUMAN
TCONS_00040967,sp|Q16877|F264_HUMAN
TCONS_00040968,sp|Q16877|F264_HUMAN
TCONS_00040986,sp|P59998|ARPC4_HUMAN
TCONS_00040971,sp|O75528|TADA3_HUMAN
TCONS_00040972,sp|O75528|TADA3_HUMAN
TCONS_00040987,sp|Q9H0Z9|RBM38_HUMAN
TCONS_00040988,sp|Q9H0Z9|RBM38_HUMAN
TCONS_00040990,sp|P78406|RAE1L_HUMAN
TCONS_00040991,sp|P78406|RAE1L_HUMAN
TCONS_00040992,sp|P78406|RAE1L_HUMAN
TCONS_00040994,sp|P78406|RAE1L_HUMAN
TCONS_00040973,sp|P18075|BMP7_HUMAN
TCONS_00040996,sp|P54253|ATX1_HUMAN
TCONS_00040975,sp|Q96EV8|DTBP1_HUMAN
TCONS_00040976,sp|Q8IXH8|CAD26_HUMAN
TCONS_00040978,sp|Q8IXH8|CAD26_HUMAN
TCONS_00040979,sp|Q8IXH8|CAD26_HUMAN
TCONS_00040980,sp|Q8IXH8|CAD26_HUMAN
TCONS_00040999,sp|Q9BX40|LS14B_HUMAN
TCONS_00041000,sp|Q9BX40|LS14B_HUMAN
TCONS_00040981,sp|O00268|TAF4_HUMAN
TCONS_00040982,sp|O00268|TAF4_HUMAN
TCONS_00041027,sp|Q9NR63|CP26B_HUMAN
TCONS_00041028,sp|Q9Y2D4|EXC6B_HUMAN
TCONS_00041029,sp|Q9Y2D4|EXC6B_HUMAN
TCONS_00041030,sp|Q9Y2D4|EXC6B_HUMAN
TCONS_00041033,sp|Q9Y2D4|EXC6B_HUMAN
TCONS_00041034,sp|Q9Y2D4|EXC6B_HUMAN
TCONS_00041010,sp|Q3LXA3|TKFC_HUMAN
TCONS_00041011,sp|Q3LXA3|TKFC_HUMAN
TCONS_00041012,sp|Q3LXA3|TKFC_HUMAN
TCONS_00041013,sp|Q3LXA3|TKFC_HUMAN
TCONS_00041018,sp|Q9HCM9|TRI39_HUMAN
TCONS_00041020,sp|Q96PL5|ERMAP_HUMAN
TCONS_00041021,sp|Q7KYR7|BT2A1_HUMAN
TCONS_00041022,sp|Q9HCM9|TRI39_HUMAN
TCONS_00041025,sp|Q7RTR2|NLRC3_HUMAN
TCONS_00041041,sp|Q5SW96|ARH_HUMAN
TCONS_00041042,sp|Q5SW96|ARH_HUMAN
TCONS_00041043,sp|Q8NAU1|FNDC5_HUMAN
TCONS_00041053,sp|Q9H6D8|FNDC4_HUMAN
TCONS_00041054,sp|P51451|BLK_HUMAN
TCONS_00041055,sp|P51451|BLK_HUMAN
TCONS_00041056,sp|Q8IWN7|RP1L1_HUMAN
TCONS_00041058,sp|Q9BT81|SOX7_HUMAN
TCONS_00041059,sp|Q96BK5|PINX1_HUMAN
TCONS_00041061,sp|Q8IZJ6|TDH_HUMAN
TCONS_00041062,sp|Q8IZJ6|TDH_HUMAN
TCONS_00041065,sp|Q8IZJ6|TDH_HUMAN
TCONS_00041066,sp|Q96QG7|MTMR9_HUMAN
TCONS_00041067,sp|Q96QG7|MTMR9_HUMAN
TCONS_00041047,sp|Q5GH73|XKR6_HUMAN
TCONS_00041049,sp|Q9BSQ5|CCM2_HUMAN
TCONS_00041050,sp|Q9BSQ5|CCM2_HUMAN
TCONS_00041051,sp|Q9BSQ5|CCM2_HUMAN
TCONS_00041052,sp|Q9BSQ5|CCM2_HUMAN
TCONS_00041069,sp|Q96KS9|F167A_HUMAN
TCONS_00041071,sp|Q86VQ0|LCA5_HUMAN
TCONS_00041072,sp|Q86VQ0|LCA5_HUMAN
TCONS_00041084,sp|Q9Y4C0|NRX3A_HUMAN
TCONS_00041075,sp|P11802|CDK4_HUMAN
TCONS_00041077,sp|Q99490|AGAP2_HUMAN
TCONS_00041078,sp|Q99490|AGAP2_HUMAN
TCONS_00041085,sp|Q8TBX8|PI42C_HUMAN
TCONS_00041087,sp|P24592|IBP6_HUMAN
TCONS_00041079,sp|Q8NCJ5|SPRY3_HUMAN
TCONS_00041080,sp|Q8NCJ5|SPRY3_HUMAN
TCONS_00041114,sp|Q96NH3|BROMI_HUMAN
TCONS_00041115,sp|Q96NH3|BROMI_HUMAN
TCONS_00041090,sp|Q3SXM5|HSDL1_HUMAN
TCONS_00041093,sp|Q9Y6H8|CXA3_HUMAN
TCONS_00041097,sp|Q9Y6H8|CXA3_HUMAN
TCONS_00041098,sp|Q9Y6H8|CXA3_HUMAN
TCONS_00041100,sp|Q9H425|CA198_HUMAN
TCONS_00041101,sp|Q9H425|CA198_HUMAN
TCONS_00041103,sp|Q9Y240|CLC11_HUMAN
TCONS_00041123,sp|Q8NBP0|TTC13_HUMAN
TCONS_00041104,sp|Q9H2C2|ARV1_HUMAN
TCONS_00041105,sp|Q9H2C2|ARV1_HUMAN
TCONS_00041127,sp|Q96GI7|FA89A_HUMAN
TCONS_00041129,sp|Q9H040|SPRTN_HUMAN
TCONS_00041106,sp|Q8IYI6|EXOC8_HUMAN
TCONS_00041108,sp|Q9C026|TRIM9_HUMAN
TCONS_00041109,sp|Q9C026|TRIM9_HUMAN
TCONS_00041111,sp|Q9C026|TRIM9_HUMAN
TCONS_00041131,sp|Q8NDD1|CA131_HUMAN
TCONS_00041132,sp|Q8NDD1|CA131_HUMAN
TCONS_00041112,sp|O15228|GNPAT_HUMAN
TCONS_00041136,sp|Q16394|EXT1_HUMAN
TCONS_00041143,sp|P12821|ACE_HUMAN
TCONS_00041144,sp|P12821|ACE_HUMAN
TCONS_00041138,sp|Q8IZP0|ABI1_HUMAN
TCONS_00041139,sp|Q8IZP0|ABI1_HUMAN
TCONS_00041145,sp|Q14168|MPP2_HUMAN
TCONS_00041148,sp|Q14168|MPP2_HUMAN
TCONS_00041149,sp|P01303|NPY_HUMAN
TCONS_00041150,sp|Q9H6E5|STPAP_HUMAN
TCONS_00041152,sp|Q9H6E5|STPAP_HUMAN
TCONS_00041156,sp|P46013|KI67_HUMAN
TCONS_00041141,sp|P10276|RARA_HUMAN
TCONS_00041158,sp|P10276|RARA_HUMAN
TCONS_00041159,sp|P10276|RARA_HUMAN
TCONS_00041160,sp|P10276|RARA_HUMAN
TCONS_00041165,sp|Q13823|NOG2_HUMAN
TCONS_00041166,sp|Q13823|NOG2_HUMAN
TCONS_00041167,sp|Q13823|NOG2_HUMAN
TCONS_00041190,sp|O14645|IDLC_HUMAN
TCONS_00041168,sp|Q8TAD8|SNIP1_HUMAN
TCONS_00041169,sp|Q99683|M3K5_HUMAN
TCONS_00041171,sp|Q99683|M3K5_HUMAN
TCONS_00041172,sp|Q99683|M3K5_HUMAN
TCONS_00041173,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041174,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041175,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041176,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041177,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041178,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041179,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041180,sp|Q3KQU3|MA7D1_HUMAN
TCONS_00041181,sp|Q9Y2W1|TR150_HUMAN
TCONS_00041183,sp|Q9Y2W1|TR150_HUMAN
TCONS_00041185,sp|Q9Y2W1|TR150_HUMAN
TCONS_00041188,sp|Q9Y2W1|TR150_HUMAN
TCONS_00041189,sp|Q9Y5K6|CD2AP_HUMAN
TCONS_00041191,sp|Q9NVM1|EVA1B_HUMAN
TCONS_00041193,sp|Q8N2I9|STK40_HUMAN
TCONS_00041194,sp|Q8N2I9|STK40_HUMAN
TCONS_00041195,sp|Q8N2I9|STK40_HUMAN
TCONS_00041197,sp|Q8N2I9|STK40_HUMAN
TCONS_00041199,sp|Q8WVF1|OSCP1_HUMAN
TCONS_00041200,sp|Q9BYD5|CNFN_HUMAN
TCONS_00041201,sp|P82914|RT15_HUMAN
TCONS_00041202,sp|P82914|RT15_HUMAN
TCONS_00041203,sp|P82914|RT15_HUMAN
TCONS_00041214,sp|Q7L1Q6|BZW1_HUMAN
TCONS_00041215,sp|Q7L1Q6|BZW1_HUMAN
TCONS_00041206,sp|O43795|MYO1B_HUMAN
TCONS_00041207,sp|O43795|MYO1B_HUMAN
TCONS_00041209,sp|O43795|MYO1B_HUMAN
TCONS_00041210,sp|O43795|MYO1B_HUMAN
TCONS_00041211,sp|O43795|MYO1B_HUMAN
TCONS_00041236,sp|Q92754|AP2C_HUMAN
TCONS_00041237,sp|Q92754|AP2C_HUMAN
TCONS_00041239,sp|Q92754|AP2C_HUMAN
TCONS_00041240,sp|P05549|AP2A_HUMAN
TCONS_00041241,sp|P05549|AP2A_HUMAN
TCONS_00041242,sp|Q92754|AP2C_HUMAN
TCONS_00041222,sp|Q6ZNI0|GCNT7_HUMAN
TCONS_00041248,sp|Q9BY42|RTF2_HUMAN
TCONS_00041252,sp|Q9BY42|RTF2_HUMAN
TCONS_00041224,sp|Q6ZNI0|GCNT7_HUMAN
TCONS_00041225,sp|Q6ZNI0|GCNT7_HUMAN
TCONS_00041226,sp|O00167|EYA2_HUMAN
TCONS_00041229,sp|O00167|EYA2_HUMAN
TCONS_00041230,sp|O00167|EYA2_HUMAN
TCONS_00041253,sp|O43548|TGM5_HUMAN
TCONS_00041254,sp|O43548|TGM5_HUMAN
TCONS_00041255,sp|O43548|TGM5_HUMAN
TCONS_00041256,sp|O43548|TGM5_HUMAN
TCONS_00041257,sp|O43548|TGM5_HUMAN
TCONS_00041258,sp|O43548|TGM5_HUMAN
TCONS_00041259,sp|Q9Y6I8|PXMP4_HUMAN
TCONS_00041260,sp|Q9Y6I8|PXMP4_HUMAN
TCONS_00041261,sp|Q9Y6I8|PXMP4_HUMAN
TCONS_00041263,sp|Q96J02|ITCH_HUMAN
TCONS_00041264,sp|Q96J02|ITCH_HUMAN
TCONS_00041265,sp|Q96J02|ITCH_HUMAN
TCONS_00041266,sp|Q96J02|ITCH_HUMAN
TCONS_00041232,sp|P78537|BL1S1_HUMAN
TCONS_00041233,sp|O75452|RDH16_HUMAN
TCONS_00041234,sp|O94925|GLSK_HUMAN
TCONS_00041267,sp|Q9UNI1|CELA1_HUMAN
TCONS_00041268,sp|Q8TC29|ENKUR_HUMAN
TCONS_00041269,sp|Q13609|DNSL3_HUMAN
TCONS_00041270,sp|P55735|SEC13_HUMAN
TCONS_00041235,sp|Q86VP6|CAND1_HUMAN
TCONS_00041281,sp|A6NJT0|UNC4_HUMAN
TCONS_00041273,sp|Q9NPG3|UBN1_HUMAN
TCONS_00041275,sp|Q9NPG3|UBN1_HUMAN
TCONS_00041282,sp|Q14773|ICAM4_HUMAN
TCONS_00041278,sp|Q9NPR9|GP108_HUMAN
TCONS_00041283,sp|O00754|MA2B1_HUMAN
TCONS_00041284,sp|O00754|MA2B1_HUMAN
TCONS_00041286,sp|Q96LD4|TRI47_HUMAN
TCONS_00041280,sp|O00587|MFNG_HUMAN
TCONS_00041291,sp|P01617|KV204_HUMAN
TCONS_00041292,sp|P04435|TVB2_HUMAN
TCONS_00041293,sp|P01616|KV203_HUMAN
TCONS_00041295,sp|P01709|LV206_HUMAN
TCONS_00041296,sp|P01714|LV301_HUMAN
TCONS_00041297,sp|P01709|LV206_HUMAN
TCONS_00041345,sp|P13591|NCAM1_HUMAN
TCONS_00041348,sp|P01617|KV204_HUMAN
TCONS_00041349,sp|P06310|KV206_HUMAN
TCONS_00041320,sp|P06310|KV206_HUMAN
TCONS_00041321,sp|P06310|KV206_HUMAN
TCONS_00041326,sp|Q6UXN2|TRML4_HUMAN
TCONS_00041327,sp|P01617|KV204_HUMAN
TCONS_00041329,sp|Q8TAG5|VTM2A_HUMAN
TCONS_00041301,sp|P01607|KV115_HUMAN
TCONS_00041302,sp|P01607|KV115_HUMAN
TCONS_00041330,sp|P04431|KV123_HUMAN
TCONS_00041305,sp|P04431|KV123_HUMAN
TCONS_00041307,sp|P04431|KV123_HUMAN
TCONS_00041308,sp|P80422|LV212_HUMAN
TCONS_00041310,sp|P06310|KV206_HUMAN
TCONS_00041312,sp|P80422|LV212_HUMAN
TCONS_00041332,sp|P01603|KV111_HUMAN
TCONS_00041333,sp|P03950|ANGI_HUMAN
TCONS_00041315,sp|A6NI79|CCD69_HUMAN
TCONS_00041316,sp|A6NI79|CCD69_HUMAN
TCONS_00041317,sp|Q04741|EMX1_HUMAN
TCONS_00041335,sp|Q9UBV7|B4GT7_HUMAN
TCONS_00041336,sp|Q9UBV7|B4GT7_HUMAN
TCONS_00041337,sp|Q9UBV7|B4GT7_HUMAN
TCONS_00041338,sp|Q9UBV7|B4GT7_HUMAN
TCONS_00041339,sp|Q9BVK6|TMED9_HUMAN
TCONS_00041340,sp|Q9BVK6|TMED9_HUMAN
TCONS_00041318,sp|Q9P0N5|TM216_HUMAN
TCONS_00041319,sp|Q9P0N5|TM216_HUMAN
TCONS_00041341,sp|Q9BVK6|TMED9_HUMAN
TCONS_00041342,sp|Q9BVK6|TMED9_HUMAN
TCONS_00041352,sp|P35626|ARBK2_HUMAN
TCONS_00041353,sp|Q8IUG5|MY18B_HUMAN
TCONS_00041357,sp|Q9BYH1|SE6L1_HUMAN
TCONS_00041358,sp|P0CG47|UBB_HUMAN
TCONS_00041359,sp|P62987|RL40_HUMAN
TCONS_00041361,sp|Q9BY07|S4A5_HUMAN
TCONS_00041363,sp|Q9BY07|S4A5_HUMAN
TCONS_00041364,sp|Q9BY07|S4A5_HUMAN
TCONS_00041365,sp|Q9BY07|S4A5_HUMAN
TCONS_00041366,sp|Q9BY07|S4A5_HUMAN
TCONS_00041360,sp|P25103|NK1R_HUMAN
TCONS_00041370,sp|Q8WTV0|SCRB1_HUMAN
TCONS_00041371,sp|Q8WTV0|SCRB1_HUMAN
TCONS_00041372,sp|Q8WTV0|SCRB1_HUMAN
TCONS_00041373,sp|Q8WTV0|SCRB1_HUMAN
TCONS_00041393,sp|O15372|EIF3H_HUMAN
TCONS_00041394,sp|O60216|RAD21_HUMAN
TCONS_00041397,sp|Q16394|EXT1_HUMAN
TCONS_00041398,sp|Q16394|EXT1_HUMAN
TCONS_00041399,sp|Q16394|EXT1_HUMAN
TCONS_00041375,sp|Q12768|STRUM_HUMAN
TCONS_00041377,sp|Q12768|STRUM_HUMAN
TCONS_00041378,sp|Q12768|STRUM_HUMAN
TCONS_00041379,sp|Q12768|STRUM_HUMAN
TCONS_00041381,sp|Q12768|STRUM_HUMAN
TCONS_00041383,sp|Q96KN1|FA84B_HUMAN
TCONS_00041385,sp|Q2WGJ6|KLH38_HUMAN
TCONS_00041386,sp|Q2WGJ6|KLH38_HUMAN
TCONS_00041387,sp|Q2WGJ6|KLH38_HUMAN
TCONS_00041388,sp|Q969P5|FBX32_HUMAN
TCONS_00041389,sp|Q969P5|FBX32_HUMAN
TCONS_00041401,sp|Q96N28|SLMO1_HUMAN
TCONS_00041391,sp|Q9GZR5|ELOV4_HUMAN
TCONS_00041408,sp|Q6IQ16|SPOPL_HUMAN
TCONS_00041409,sp|Q6IQ16|SPOPL_HUMAN
TCONS_00041411,sp|P50135|HNMT_HUMAN
TCONS_00041412,sp|P50135|HNMT_HUMAN
TCONS_00041413,sp|P50135|HNMT_HUMAN
TCONS_00041416,sp|P50135|HNMT_HUMAN
TCONS_00041418,sp|P50135|HNMT_HUMAN
TCONS_00041421,sp|Q9C0I4|THS7B_HUMAN
TCONS_00041407,sp|Q9UPZ6|THS7A_HUMAN
TCONS_00041428,sp|Q309B1|TR16L_HUMAN
TCONS_00041429,sp|Q309B1|TR16L_HUMAN
TCONS_00041430,sp|Q309B1|TR16L_HUMAN
TCONS_00041431,sp|Q309B1|TR16L_HUMAN
TCONS_00041432,sp|Q309B1|TR16L_HUMAN
TCONS_00041433,sp|Q309B1|TR16L_HUMAN
TCONS_00041434,sp|Q309B1|TR16L_HUMAN
TCONS_00041437,sp|P14649|MYL6B_HUMAN
TCONS_00041438,sp|O43813|LANC1_HUMAN
TCONS_00041439,sp|O43813|LANC1_HUMAN
TCONS_00041440,sp|O43813|LANC1_HUMAN
TCONS_00041444,sp|Q15303|ERBB4_HUMAN
TCONS_00041475,sp|Q8TDJ6|DMXL2_HUMAN
TCONS_00041476,sp|Q8TDJ6|DMXL2_HUMAN
TCONS_00041477,sp|Q8TDJ6|DMXL2_HUMAN
TCONS_00041478,sp|Q8TDJ6|DMXL2_HUMAN
TCONS_00041479,sp|Q8TDJ6|DMXL2_HUMAN
TCONS_00041480,sp|Q8TDJ6|DMXL2_HUMAN
TCONS_00041451,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041452,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041454,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041455,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041459,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041460,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041462,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041463,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041464,sp|Q8NFY4|SEM6D_HUMAN
TCONS_00041491,sp|Q8TEB7|RN128_HUMAN
TCONS_00041474,sp|Q71RS6|NCKX5_HUMAN
TCONS_00041494,sp|Q9P2K5|MYEF2_HUMAN
TCONS_00041496,sp|Q9P2K5|MYEF2_HUMAN
TCONS_00041498,sp|Q9P2K5|MYEF2_HUMAN
TCONS_00041503,sp|Q9BXA9|SALL3_HUMAN
TCONS_00041518,sp|Q9NPH0|PPA6_HUMAN
TCONS_00041507,sp|O95644|NFAC1_HUMAN
TCONS_00041508,sp|O95644|NFAC1_HUMAN
TCONS_00041524,sp|Q9NQ40|S52A3_HUMAN
TCONS_00041533,sp|Q15149|PLEC_HUMAN
TCONS_00041541,sp|Q15149|PLEC_HUMAN
TCONS_00041544,sp|Q15149|PLEC_HUMAN
TCONS_00041546,sp|Q15149|PLEC_HUMAN
TCONS_00041557,sp|Q15149|PLEC_HUMAN
TCONS_00041558,sp|Q15149|PLEC_HUMAN
TCONS_00041559,sp|Q15149|PLEC_HUMAN
TCONS_00041563,sp|Q15149|PLEC_HUMAN
TCONS_00041564,sp|Q15149|PLEC_HUMAN
TCONS_00041566,sp|Q15149|PLEC_HUMAN
TCONS_00041567,sp|Q15149|PLEC_HUMAN
TCONS_00041569,sp|Q15149|PLEC_HUMAN
TCONS_00041571,sp|Q15149|PLEC_HUMAN
TCONS_00041572,sp|Q15149|PLEC_HUMAN
TCONS_00041595,sp|Q9UPN3|MACF1_HUMAN
TCONS_00041602,sp|Q15149|PLEC_HUMAN
TCONS_00041607,sp|Q15149|PLEC_HUMAN
TCONS_00041609,sp|Q15149|PLEC_HUMAN
TCONS_00041611,sp|Q15149|PLEC_HUMAN
TCONS_00041631,sp|Q15149|PLEC_HUMAN
TCONS_00041640,sp|P55283|CADH4_HUMAN
TCONS_00041635,sp|O00623|PEX12_HUMAN
TCONS_00041638,sp|O00623|PEX12_HUMAN
TCONS_00041671,sp|Q16649|NFIL3_HUMAN
TCONS_00041672,sp|Q16649|NFIL3_HUMAN
TCONS_00041643,sp|Q32ZL2|LPPR5_HUMAN
TCONS_00041645,sp|Q32ZL2|LPPR5_HUMAN
